Numero_Processo;Numero_Registro_Oferta;Tipo_Oferta;Tipo_Ativo;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Nome_Vendedor;CNPJ_Ofertante;Nome_Ofertante;Rito_Oferta;Modalidade_Oferta;Modalidade_Registro;Modalidade_Dispensa_Registro;Data_Abertura_Processo;Data_Protocolo;Data_Dispensa_Oferta;Data_Registro_Oferta;Data_Inicio_Oferta;Data_Encerramento_Oferta;Emissao;Classe_Ativo;Serie;Especie_Ativo;Forma_Ativo;Data_Emissao;Data_Vencimento;Quantidade_Sem_Lote_Suplementar;Quantidade_No_Lote_Suplementar;Quantidade_Total;Preco_Unitario;Valor_Total;Oferta_Inicial;Oferta_Incentivo_Fiscal;Oferta_Regime_Fiduciario;Tipo_Societario_Emissor;Ultimo_Comunicado;Data_Comunicado;Nr_Pessoa_Fisica;Qtd_Pessoa_Fisica;Nr_Clube_Investimento;Qtd_Clube_Investimento;Nr_Fundos_Investimento;Qtd_Fundos_Investimento;Nr_Entidade_Previdencia_Privada;Qtd_Entidade_Previdencia_Privada;Nr_Companhia_Seguradora;Qtd_Companhia_Seguradora;Nr_Investidor_Estrangeiro;Qtd_Investidor_Estrangeiro;Nr_Instit_Intermed_Partic_Consorcio_Distrib;Qtd_Instit_Intermed_Partic_Consorcio_Distrib;Nr_Instit_Financ_Emissora_Partic_Consorcio;Qtd_Instit_Financ_Emissora_Partic_Consorcio;Nr_Demais_Instit_Financ;Qtd_Demais_Instit_Financ;Nr_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtd_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Nr_Demais_Pessoa_Juridica;Qtd_Demais_Pessoa_Juridica;Nr_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdt_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Nr_Outros;Qtd_Outros;Qtd_Cli_Pessoa_Fisica;Qtd_Cli_Pessoa_Juridica;Qtd_Cli_Pessoa_Juridica_Ligada_Adm;QtD_Cli_Demais_Pessoa_Juridica;Qtd_Cli_Investidor_Estrangeiro;Qtd_Cli_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-02-20;2019-08-14;1.0;Subordinada;122;Não Aplicável;Nominativa e Escritural;;;;;56.0;100608.42;5634071.52;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-08-16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-02-20;2019-08-14;1.0;Sênior;120;Não Aplicável;Nominativa e Escritural;;;;;103.0;100046.62;10304801.86;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-08-16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;103.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-02-20;2019-08-14;1.0;Subordinada Mezanino;121;Não Aplicável;Nominativa e Escritural;;;;;42.0;101941.39;4281538.38;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-08-16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-02-27;2018-03-05;1.0;Não Aplicável;131;Não Aplicável;Escritural;;;;;5000.0;1270.12;6350600.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-03-05;0.0;0.0;0.0;0.0;1.0;5000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;02.773.542/0001-22;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;89.960.090/0001-76;RB INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;02.773.542/0001-22;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-01-02;2018-03-27;1.0;Não Aplicável;147;Garantia Real;Nominativa e Escritural;;;;;15000.0;1000.0;15000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-03-27;23.0;6567.0;0.0;0.0;3.0;8433.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6567.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;45.246.410/0001-55;BANCO GENIAL S.A.;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-02-09;2019-11-13;1.0;Não Aplicável;105;Garantia Real;Nominativa;;;;;37028.0;1000.0;37028000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2020-06-09;11.0;24949.0;0.0;0.0;3.0;4674.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7405.0;0.0;0.0;0.0;0.0;24949.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-01;2019-02-18;1.0;Sênior;106;Garantia Real;Escritural;;;;;5700.0;1000.0;5700000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-02-21;1.0;300.0;0.0;0.0;1.0;5400.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-01;2019-02-18;1.0;Subordinada Mezanino;107;Garantia Real;Escritural;;;;;200.0;1000.0;200000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-02-21;0.0;0.0;0.0;0.0;1.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-01;2019-02-18;1.0;Subordinada;108;Garantia Real;Escritural;;;;;100.0;1000.0;100000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-02-21;0.0;0.0;0.0;0.0;2.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2017-11-23;2019-02-26;1.0;Subordinada;93;Garantia Real;Escritural;;;;;3600.0;1000.0;3600000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-02-26;6.0;3600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3600.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2017-11-23;2019-02-26;1.0;Sênior;92;Garantia Real;Escritural;;;;;6400.0;1000.0;6400000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-02-26;7.0;4840.0;0.0;0.0;1.0;1560.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4840.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-06;2018-03-28;1.0;Não Aplicável;107;Garantia Real;Escritural;;;;;25000.0;1000.0;25000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-03-28;2.0;3100.0;0.0;0.0;5.0;21900.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3100.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;11.257.352/0001-43;BSI CAPITAL SECURITIZADORA S.A.;13.673.855/0001-25;OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;11.257.352/0001-43;BSI CAPITAL SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-01;2018-07-24;1.0;Subordinada;7;Garantia Real;Nominativa e Escritural;;;;;0.0;500000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-07-24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-09;2018-03-15;1.0;Não Aplicável;108;Garantia Real;Escritural;;;;;5600.0;1000.0;5600000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-03-15;0.0;0.0;0.0;0.0;1.0;5600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;19.851.496/0001-35;LOGOS COMPANHIA SECURITIZADORA S/A;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;19.851.496/0001-35;LOGOS COMPANHIA SECURITIZADORA S/A;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-13;2020-08-04;1.0;Sênior;16;Garantia Real;Escritural;;;;;2590.0;10000.0;25900000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2020-08-21;3.0;2380.0;0.0;0.0;0.0;0.0;1.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2380.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;19.851.496/0001-35;LOGOS COMPANHIA SECURITIZADORA S/A;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;19.851.496/0001-35;LOGOS COMPANHIA SECURITIZADORA S/A;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-13;2020-08-04;1.0;Subordinada;17;Garantia Real;Escritural;;;;;1110.0;10000.0;11100000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2020-08-21;2.0;1020.0;0.0;0.0;0.0;0.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1020.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;02.105.040/0001-23;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;17.298.092/0001-30;BANCO ITAU BBA  S.A.;;02.105.040/0001-23;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-09;2018-04-02;2.0;Não Aplicável;299;Não Aplicável;Nominativa e Escritural;;;;;41.0;1007560.97;41309999.77;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-04-02;0.0;0.0;0.0;0.0;1.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;02.105.040/0001-23;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;17.298.092/0001-30;BANCO ITAU BBA  S.A.;;02.105.040/0001-23;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-09;2018-04-02;2.0;Não Aplicável;300;Não Aplicável;Nominativa e Escritural;;;;;41.0;1007560.97;41309999.77;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-04-02;0.0;0.0;0.0;0.0;1.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;02.105.040/0001-23;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;17.298.092/0001-30;BANCO ITAU BBA  S.A.;;02.105.040/0001-23;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-09;2018-04-02;2.0;Não Aplicável;301;Não Aplicável;Nominativa e Escritural;;;;;39.0;1009808.5;39382531.5;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-04-02;0.0;0.0;0.0;0.0;1.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;02.105.040/0001-23;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;17.298.092/0001-30;BANCO ITAU BBA  S.A.;;02.105.040/0001-23;CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-09;2018-04-02;2.0;Não Aplicável;302;Não Aplicável;Nominativa e Escritural;;;;;39.0;1009808.5;39382531.5;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-04-02;0.0;0.0;0.0;0.0;1.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;61.769.790/0001-69;WALPIRES S/A CCTVM;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-12;2018-09-12;1.0;Não Aplicável;109;Garantia Real;Nominativa e Escritural;;;;;5952.0;1000.0;5952000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2025-04-24;8.0;5952.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5952.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;13.349.677/0001-81;REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;13.349.677/0001-81;REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-20;2019-04-01;2.0;Sênior;11;Garantia Real;Escritural;;;;;13.0;350182.52;4552372.76;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-04-04;1.0;2.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;07.587.384/0001-30;GAIA SECURITIZADORA S/A;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;07.587.384/0001-30;GAIA SECURITIZADORA S/A;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-20;2018-04-17;4.0;Sênior;106;Garantia Real;Nominativa e Escritural;;;;;630.0;50627.01;31895016.3;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-04-17;5.0;270.0;0.0;0.0;2.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;270.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;07.587.384/0001-30;GAIA SECURITIZADORA S/A;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;07.587.384/0001-30;GAIA SECURITIZADORA S/A;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-20;2018-04-17;4.0;Subordinada;107;Garantia Real;Nominativa e Escritural;;;;;1480.0;50284.93;74421696.4;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-04-17;6.0;1480.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1480.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;45.246.410/0001-55;BANCO GENIAL S.A.;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-01;2019-11-27;1.0;Não Aplicável;106;Garantia Real;Nominativa e Escritural;;;;;189636.0;1000.0;189636000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2020-01-15;121.0;151029.0;0.0;0.0;9.0;35094.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3513.0;0.0;0.0;0.0;0.0;151029.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;02.773.542/0001-22;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;89.960.090/0001-76;RB INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;02.773.542/0001-22;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-27;2018-04-18;1.0;Não Aplicável;172;Não Aplicável;Nominativa e Escritural;;;;;1309.0;1000.0;1309000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-04-18;0.0;0.0;0.0;0.0;1.0;1309.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.320.349/0001-90;OURINVEST SECURITIZADORA S.A.;00.997.804/0001-07;BTG PACTUAL ADVISORS DTVM;;12.320.349/0001-90;OURINVEST SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2017-11-22;2018-10-19;1.0;Não Aplicável;11;Garantia Real;Nominativa e Escritural;;;;;1800.0;50000.0;90000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-10-22;313.0;1197.0;0.0;0.0;5.0;603.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1197.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-27;2018-04-05;1.0;Outros;136;Não Aplicável;Nominativa e Escritural;;;;;15000.0;1000.0;15000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-04-09;0.0;0.0;0.0;0.0;1.0;15000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;08.903.116/0001-42;NOVA SECURITIZAÇÃO S/A;13.220.493/0001-17;BR PARTNERS BANCO DE INVESTIMENTO S.A.;;08.903.116/0001-42;NOVA SECURITIZAÇÃO S/A;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-26;2018-05-04;1.0;Sênior;27;Não Aplicável;Nominativa e Escritural;;;;;8000.0;10000.0;80000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-05-07;13.0;3339.0;0.0;0.0;7.0;3661.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3339.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Sênior;145;Garantia Real;Escritural;;;;;55.0;91717.33;5044453.15;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;1.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
